index,year,month,day_of_week,unique_carrier,arr_delay,origin,dest,distance,depart_time,arrive_time,schedule_dep_time,schedule_arr_time,total_delay,delay_cause,delay_minute
3834,2007,11,5,OO,-11.0,SAV,ORD,773,17:14,18:36,17:17,18:47,0.0,,
3835,2007,8,2,CO,-3.0,IAH,PHL,1324,17:53,22:25,17:55,22:28,0.0,,
3836,2007,1,6,WN,-5.0,BUR,OAK,325,10:25,11:30,10:25,11:35,0.0,,
3837,2007,9,6,EV,2.0,GPT,ATL,352,09:28,11:42,09:25,11:40,0.0,,
3838,2007,6,2,AA,13.0,ATL,DFW,732,13:02,14:18,12:55,14:05,0.0,,
3839,2007,10,5,FL,-26.0,LAX,ATL,1946,22:44,05:44,22:50,06:10,0.0,,
3840,2007,9,2,AS,-14.0,SAN,PDX,933,13:15,15:39,13:23,15:53,0.0,,
3841,2007,7,4,WN,61.0,LAS,MSY,1501,20:08,01:31,19:00,00:30,61.0,carrier_delay,17.0
3841,2007,7,4,WN,61.0,LAS,MSY,1501,20:08,01:31,19:00,00:30,61.0,late_aircraft_delay,44.0
3842,2007,4,5,WN,-4.0,ONT,PHX,325,19:35,20:41,19:35,20:45,0.0,,
3843,2007,6,3,WN,-2.0,LAS,BUR,223,10:26,11:23,10:25,11:25,0.0,,
3844,2007,11,3,US,10.0,LAS,SFO,414,13:57,15:21,13:36,15:11,0.0,,
3845,2007,7,4,NW,-3.0,DTW,MDW,229,09:05,09:17,09:07,09:20,0.0,,
3846,2007,6,6,OO,3.0,LAX,MOD,292,07:47,09:19,07:55,09:16,0.0,,
3847,2007,3,5,WN,-1.0,PDX,OAK,543,11:00,12:39,11:00,12:40,0.0,,
3848,2007,9,1,WN,33.0,SAN,ELP,636,13:15,16:13,13:00,15:40,33.0,carrier_delay,9.0
3848,2007,9,1,WN,33.0,SAN,ELP,636,13:15,16:13,13:00,15:40,33.0,nas_delay,18.0
3848,2007,9,1,WN,33.0,SAN,ELP,636,13:15,16:13,13:00,15:40,33.0,late_aircraft_delay,6.0
3849,2007,10,7,AA,-9.0,TPA,DFW,929,16:02,17:36,16:05,17:45,0.0,,
3850,2007,7,7,WN,49.0,MDW,ORF,704,20:34,23:34,19:45,22:45,49.0,carrier_delay,24.0
3850,2007,7,7,WN,49.0,MDW,ORF,704,20:34,23:34,19:45,22:45,49.0,late_aircraft_delay,25.0
3851,2007,6,3,XE,-1.0,MKE,IAH,984,14:22,17:04,14:15,17:05,0.0,,
3852,2007,2,1,XE,35.0,ORF,IAH,1201,17:21,20:02,16:50,19:27,35.0,nas_delay,4.0
3852,2007,2,1,XE,35.0,ORF,IAH,1201,17:21,20:02,16:50,19:27,35.0,late_aircraft_delay,31.0
3853,2007,2,1,OO,64.0,FAT,LAS,258,19:29,20:44,18:15,19:40,64.0,nas_delay,64.0
3854,2007,10,2,WN,-4.0,ABQ,LAS,487,06:45,07:11,06:45,07:15,0.0,,
3855,2007,5,1,WN,-11.0,MDW,ISP,765,16:30,19:39,16:30,19:50,0.0,,
3856,2007,6,1,WN,-2.0,LAS,ONT,197,12:41,13:28,12:30,13:30,0.0,,
3857,2007,1,3,AS,-12.0,SAN,SEA,1050,15:25,18:05,15:20,18:17,0.0,,
3858,2007,12,3,OO,,SBP,SFO,191,,,16:22,17:29,0.0,,
3859,2007,9,6,AA,-17.0,DFW,ONT,1189,19:29,20:33,19:40,20:50,0.0,,
3860,2007,10,2,XE,-18.0,RDU,MCI,904,12:05,13:42,12:15,14:00,0.0,,
3861,2007,2,5,NW,4.0,MSP,EWR,1008,10:32,14:10,10:30,14:06,0.0,,
3862,2007,5,1,YV,6.0,DEN,GUC,152,08:31,09:45,08:36,09:39,0.0,,
3863,2007,12,2,9E,1.0,BDL,DTW,548,10:56,13:06,11:00,13:05,0.0,,
3864,2007,9,4,CO,-28.0,BOS,IAH,1597,18:32,21:24,18:33,21:52,0.0,,
3865,2007,6,6,UA,-16.0,BDL,ORD,783,07:27,08:48,07:37,09:04,0.0,,
3866,2007,11,3,NW,10.0,MSP,MCI,393,11:10,12:55,11:15,12:45,0.0,,
3867,2007,2,7,US,-7.0,DFW,LAS,1055,07:51,08:45,07:52,08:52,0.0,,
3868,2007,2,7,US,4.0,CLT,MCO,468,09:42,11:24,09:45,11:20,0.0,,
3869,2007,2,4,OO,29.0,FAT,DEN,844,14:09,17:42,14:05,17:13,29.0,carrier_delay,29.0
3870,2007,11,5,XE,161.0,BGR,EWR,393,16:37,19:00,14:20,16:19,161.0,nas_delay,161.0
3871,2007,3,4,9E,,CVG,MSP,596,,,09:00,10:10,0.0,,
3872,2007,1,2,WN,7.0,BWI,BUF,281,18:11,19:22,18:10,19:15,0.0,,
3873,2007,2,1,UA,-22.0,LAX,MSY,1671,18:00,23:18,18:10,23:40,0.0,,
3874,2007,7,4,HA,-7.0,HNL,LIH,102,06:11,06:45,06:15,06:52,0.0,,
3875,2007,8,1,XE,-3.0,IAH,MSY,305,06:14,07:19,06:15,07:22,0.0,,
3876,2007,5,2,WN,-4.0,MSY,DAL,437,08:38,09:51,08:35,09:55,0.0,,
3877,2007,9,3,NW,32.0,DTW,DCA,405,19:12,21:09,19:15,20:37,32.0,nas_delay,32.0
3878,2007,4,4,MQ,3.0,LAX,SAN,109,11:06,11:58,11:10,11:55,0.0,,
3879,2007,8,5,XE,4.0,MEM,IAH,469,16:08,18:13,16:20,18:09,0.0,,
3880,2007,12,4,WN,0.0,TUS,LAX,451,06:44,07:20,06:45,07:20,0.0,,
3881,2007,5,3,UA,21.0,DEN,MCI,533,12:28,15:22,12:30,15:01,21.0,nas_delay,21.0
3882,2007,8,4,US,5.0,ABQ,PHX,328,18:06,18:31,18:10,18:26,0.0,,
3883,2007,11,6,NW,-4.0,MSP,IND,503,07:06,09:41,07:05,09:45,0.0,,
3884,2007,5,3,AS,35.0,SEA,ONT,956,20:57,23:41,20:40,23:06,35.0,carrier_delay,17.0
3884,2007,5,3,AS,35.0,SEA,ONT,956,20:57,23:41,20:40,23:06,35.0,nas_delay,18.0
3885,2007,5,3,9E,1.0,MSP,STL,449,10:40,12:12,10:40,12:11,0.0,,
3886,2007,12,3,CO,-1.0,PBI,IAH,956,06:01,07:42,06:05,07:43,0.0,,
3887,2007,12,5,WN,-12.0,RNO,LAS,345,13:39,14:43,13:40,14:55,0.0,,
3888,2007,9,6,AA,-6.0,ORD,BOS,867,17:26,20:39,17:25,20:45,0.0,,
3889,2007,6,5,MQ,-9.0,MIA,IAD,921,11:37,14:11,11:40,14:20,0.0,,
3890,2007,2,2,WN,,DAL,HOU,239,,,12:30,13:30,0.0,,
3891,2007,2,1,XE,90.0,ROC,EWR,246,18:33,19:42,16:50,18:12,90.0,nas_delay,90.0
3892,2007,8,2,NW,2.0,DTW,PVD,614,13:46,15:32,13:47,15:30,0.0,,
3893,2007,5,7,CO,-1.0,ANC,SEA,1449,16:37,21:08,16:45,21:09,0.0,,
3894,2007,1,3,WN,-33.0,ISP,LAS,2283,16:35,18:57,16:35,19:30,0.0,,
3895,2007,7,3,NW,-15.0,LGA,MSP,1020,07:57,09:46,07:59,10:01,0.0,,
3896,2007,1,1,WN,-1.0,SNA,SMF,404,12:15,13:39,12:15,13:40,0.0,,
3897,2007,1,5,DL,0.0,ATL,CAE,191,20:13,21:17,20:16,21:17,0.0,,
3898,2007,7,6,WN,-8.0,DAL,STL,546,14:26,15:57,14:25,16:05,0.0,,
3899,2007,1,4,XE,16.0,PVD,EWR,160,13:10,15:00,13:20,14:44,16.0,nas_delay,16.0
3900,2007,8,5,UA,-25.0,DEN,AUS,775,16:57,19:48,17:05,20:13,0.0,,
3901,2007,5,6,EV,89.0,OKC,CVG,756,12:40,15:38,11:10,14:09,89.0,late_aircraft_delay,89.0
3902,2007,1,5,XE,-12.0,ALB,CLE,424,10:00,11:38,10:10,11:50,0.0,,
3903,2007,12,3,OH,12.0,CVG,PWM,810,10:50,13:09,10:50,12:57,0.0,,
3904,2007,2,3,OO,63.0,ORD,CID,196,18:00,19:06,17:00,18:03,63.0,late_aircraft_delay,63.0
3905,2007,3,5,EV,-19.0,ATL,MSN,707,12:47,13:42,12:50,14:01,0.0,,
3906,2007,10,7,DL,4.0,DTW,ATL,594,17:51,19:55,17:48,19:51,0.0,,
3907,2007,3,3,FL,-7.0,FNT,ATL,644,14:53,16:49,14:56,16:56,0.0,,
3908,2007,10,3,OO,-7.0,FAT,SFO,158,07:57,09:03,08:06,09:10,0.0,,
3909,2007,5,5,NW,10.0,DTW,ALB,488,21:27,22:59,21:19,22:49,0.0,,
3910,2007,5,7,AA,2.0,SEA,ORD,1721,15:57,21:52,16:00,21:50,0.0,,
3911,2007,7,3,OO,-3.0,LAX,SMF,373,10:33,11:59,10:40,12:02,0.0,,
3912,2007,3,5,US,31.0,PHL,BOS,280,11:20,12:30,10:30,11:59,31.0,carrier_delay,1.0
3912,2007,3,5,US,31.0,PHL,BOS,280,11:20,12:30,10:30,11:59,31.0,late_aircraft_delay,30.0
3913,2007,11,6,YV,-16.0,ATL,CLT,227,20:00,21:10,20:10,21:26,0.0,,
3914,2007,6,6,UA,30.0,ORD,LAS,1515,20:47,22:26,20:00,21:56,30.0,late_aircraft_delay,30.0
3915,2007,8,3,OO,-2.0,PDX,RDM,116,08:10,08:54,08:15,08:56,0.0,,
3916,2007,8,5,US,33.0,LAS,SNA,226,15:53,17:08,15:36,16:35,33.0,nas_delay,16.0
3916,2007,8,5,US,33.0,LAS,SNA,226,15:53,17:08,15:36,16:35,33.0,late_aircraft_delay,17.0
3917,2007,3,2,FL,-19.0,ATL,RSW,515,09:42,11:14,09:51,11:33,0.0,,
3918,2007,10,5,OO,-11.0,SBA,LAX,89,11:14,12:02,11:20,12:13,0.0,,
3919,2007,8,7,OO,1.0,GTF,SLC,463,11:38,13:10,11:45,13:09,0.0,,
3920,2007,9,3,MQ,-8.0,BNA,ORD,409,06:28,08:02,06:35,08:10,0.0,,
3921,2007,9,4,YV,-7.0,DEN,DRO,251,14:05,15:26,14:07,15:33,0.0,,
3922,2007,5,6,WN,7.0,IND,MDW,162,15:15,15:02,15:00,14:55,0.0,,
3923,2007,5,5,MQ,-6.0,DFW,SGF,364,14:13,15:19,14:10,15:25,0.0,,
3924,2007,7,6,DL,90.0,JFK,MCO,944,17:30,20:51,16:20,19:21,90.0,carrier_delay,24.0
3924,2007,7,6,DL,90.0,JFK,MCO,944,17:30,20:51,16:20,19:21,90.0,nas_delay,55.0
3924,2007,7,6,DL,90.0,JFK,MCO,944,17:30,20:51,16:20,19:21,90.0,late_aircraft_delay,11.0
3925,2007,7,6,DL,25.0,ATL,STT,1599,11:33,15:32,11:27,15:07,25.0,carrier_delay,6.0
3925,2007,7,6,DL,25.0,ATL,STT,1599,11:33,15:32,11:27,15:07,25.0,nas_delay,19.0
3926,2007,8,1,AA,105.0,ABQ,ORD,1118,14:30,18:35,13:05,16:50,105.0,nas_delay,80.0
3926,2007,8,1,AA,105.0,ABQ,ORD,1118,14:30,18:35,13:05,16:50,105.0,late_aircraft_delay,25.0
3927,2007,10,1,AS,32.0,PHX,SEA,1107,14:05,16:57,13:30,16:25,32.0,late_aircraft_delay,32.0
3928,2007,2,1,WN,10.0,PHX,SMF,647,09:48,10:40,09:30,10:30,0.0,,
3929,2007,8,4,AS,11.0,ANC,FAI,261,13:23,14:39,13:25,14:28,0.0,,
3930,2007,11,5,OO,0.0,SGU,LAX,348,16:35,17:15,16:28,17:15,0.0,,
3931,2007,9,6,FL,59.0,ATL,PHX,1587,20:10,21:09,18:55,20:10,59.0,late_aircraft_delay,59.0
3932,2007,8,3,YV,38.0,ABE,ORD,654,17:30,18:35,16:48,17:57,38.0,nas_delay,38.0
3933,2007,4,2,MQ,-2.0,CHA,ORD,501,18:06,18:58,18:10,19:00,0.0,,
3934,2007,8,2,F9,5.0,DEN,SAT,794,20:44,24:00,20:50,23:55,0.0,,
3935,2007,2,7,WN,0.0,SAN,MDW,1728,06:36,12:25,06:35,12:25,0.0,,
3936,2007,7,1,WN,1.0,BWI,MCO,787,06:33,08:41,06:35,08:40,0.0,,
3937,2007,1,1,9E,-24.0,HPN,DTW,505,15:54,17:35,15:59,17:59,0.0,,
3938,2007,12,6,WN,-8.0,LAS,AUS,1090,20:14,00:42,20:15,00:50,0.0,,
3939,2007,8,5,FL,0.0,ATL,PHL,665,06:56,08:56,07:00,08:56,0.0,,
3940,2007,4,3,YV,-5.0,IAD,CAE,401,16:45,18:11,16:50,18:16,0.0,,
3941,2007,8,5,NW,-8.0,FNT,DTW,56,08:18,08:59,08:25,09:07,0.0,,
3942,2007,2,2,WN,-10.0,AUS,LBB,341,10:39,11:40,10:40,11:50,0.0,,
3943,2007,7,5,US,-9.0,ELP,PHX,347,14:56,15:05,15:01,15:14,0.0,,
3944,2007,8,5,AA,1.0,SJC,DFW,1438,13:41,19:16,13:40,19:15,0.0,,
3945,2007,4,4,AA,,AUS,SJC,1476,,,07:00,08:35,0.0,,
3946,2007,6,6,WN,1.0,BOI,RNO,335,14:19,14:26,14:20,14:25,0.0,,
3947,2007,9,1,NW,4.0,PDX,HNL,2603,12:35,15:32,12:40,15:28,0.0,,
3948,2007,6,3,YV,-15.0,LAN,ORD,179,05:51,05:45,06:00,06:00,0.0,,
3949,2007,3,4,XE,-5.0,DCA,CLE,310,17:04,18:15,16:59,18:20,0.0,,
3950,2007,5,2,CO,6.0,EWR,BOS,200,06:25,07:43,06:30,07:37,0.0,,
3951,2007,10,2,WN,-8.0,DEN,MCI,533,06:55,09:17,07:00,09:25,0.0,,
3952,2007,1,5,US,16.0,PDX,PHX,1009,15:02,18:39,14:50,18:23,16.0,carrier_delay,7.0
3952,2007,1,5,US,16.0,PDX,PHX,1009,15:02,18:39,14:50,18:23,16.0,nas_delay,4.0
3952,2007,1,5,US,16.0,PDX,PHX,1009,15:02,18:39,14:50,18:23,16.0,late_aircraft_delay,5.0
3953,2007,10,3,9E,40.0,MSP,CLE,622,15:49,18:55,15:20,18:15,40.0,carrier_delay,29.0
3953,2007,10,3,9E,40.0,MSP,CLE,622,15:49,18:55,15:20,18:15,40.0,nas_delay,11.0
3954,2007,9,6,YV,54.0,COS,PHX,551,16:00,16:41,14:55,15:47,54.0,carrier_delay,54.0
3955,2007,4,6,9E,9.0,SWF,DTW,479,16:31,18:17,16:12,18:08,0.0,,
3956,2007,10,3,FL,-3.0,HPN,ATL,780,18:03,20:19,17:59,20:22,0.0,,
3957,2007,12,7,US,-4.0,LAS,SFO,414,09:27,11:01,09:28,11:05,0.0,,
3958,2007,4,1,AA,17.0,LGA,ORD,733,21:03,22:22,20:30,22:05,17.0,late_aircraft_delay,17.0
3959,2007,12,2,DL,-5.0,RDU,ATL,356,13:42,15:06,13:42,15:11,0.0,,
3960,2007,12,7,CO,-1.0,DEN,IAH,861,07:45,11:09,07:50,11:10,0.0,,
3961,2007,2,3,OO,0.0,SFO,BOI,522,15:48,18:23,15:51,18:23,0.0,,
3962,2007,9,5,WN,-3.0,CLE,BWI,314,06:37,07:47,06:40,07:50,0.0,,
3963,2007,1,4,WN,-7.0,SMF,SEA,605,15:16,16:58,15:15,17:05,0.0,,
3964,2007,2,1,XE,79.0,IAH,PNS,489,17:18,18:36,15:45,17:17,79.0,carrier_delay,79.0
3965,2007,6,7,XE,-15.0,BNA,IAH,657,16:56,18:50,17:00,19:05,0.0,,
3966,2007,12,3,AS,-5.0,OAK,SNA,371,20:36,22:05,20:47,22:10,0.0,,
3967,2007,11,6,FL,-24.0,ATL,ROC,749,11:15,13:03,11:20,13:27,0.0,,
3968,2007,5,7,US,4.0,PHX,MSP,1276,08:54,13:58,08:49,13:54,0.0,,
3969,2007,8,4,AA,26.0,DFW,SNA,1205,16:06,17:16,15:50,16:50,26.0,weather_delay,16.0
3969,2007,8,4,AA,26.0,DFW,SNA,1205,16:06,17:16,15:50,16:50,26.0,nas_delay,10.0
3970,2007,8,4,AA,73.0,SFO,DFW,1464,13:26,19:13,12:25,18:00,73.0,carrier_delay,7.0
3970,2007,8,4,AA,73.0,SFO,DFW,1464,13:26,19:13,12:25,18:00,73.0,nas_delay,12.0
3970,2007,8,4,AA,73.0,SFO,DFW,1464,13:26,19:13,12:25,18:00,73.0,late_aircraft_delay,54.0
3971,2007,5,2,XE,-4.0,STL,CLE,487,07:53,10:24,07:55,10:28,0.0,,
3972,2007,9,6,CO,-15.0,EWR,PBI,1024,16:03,18:50,16:05,19:05,0.0,,
3973,2007,3,1,YV,-3.0,LAX,LAS,236,16:45,17:49,16:45,17:52,0.0,,
3974,2007,3,2,DL,-20.0,BWI,ATL,576,19:42,21:30,19:49,21:50,0.0,,
3975,2007,6,2,MQ,19.0,GRK,DFW,134,08:00,08:39,07:30,08:20,19.0,carrier_delay,19.0
3976,2007,3,4,AA,24.0,DTW,DFW,987,14:49,17:04,14:45,16:40,24.0,nas_delay,24.0
3977,2007,6,5,EV,46.0,ATL,ABY,146,22:30,23:27,21:45,22:41,46.0,nas_delay,1.0
3977,2007,6,5,EV,46.0,ATL,ABY,146,22:30,23:27,21:45,22:41,46.0,late_aircraft_delay,45.0
3978,2007,8,2,DL,-16.0,LAS,ATL,1747,06:40,13:25,06:40,13:41,0.0,,
3979,2007,3,6,CO,-2.0,EWR,SJU,1608,07:36,12:27,07:30,12:29,0.0,,
3980,2007,7,7,FL,-1.0,MSY,ATL,425,13:38,16:06,13:44,16:07,0.0,,
3981,2007,8,6,OO,40.0,DEN,SLC,391,13:13,15:05,13:00,14:25,40.0,late_aircraft_delay,40.0
3982,2007,8,7,UA,-8.0,DEN,CMH,1155,12:29,17:06,12:30,17:14,0.0,,
3983,2007,7,2,XE,-17.0,MKE,EWR,725,13:15,16:43,13:17,17:00,0.0,,
3984,2007,8,5,XE,-12.0,IAH,PNS,489,15:35,17:05,15:30,17:17,0.0,,
3985,2007,6,7,MQ,-8.0,CVG,LGA,585,07:22,09:17,07:30,09:25,0.0,,
3986,2007,7,7,NW,-1.0,DFW,MEM,432,06:22,08:00,06:28,08:01,0.0,,
3987,2007,12,7,OH,31.0,ABE,CVG,503,13:55,16:18,13:55,15:47,31.0,nas_delay,31.0
3988,2007,2,4,FL,15.0,ATL,MSP,906,16:32,18:30,16:35,18:15,15.0,nas_delay,15.0
3989,2007,7,1,WN,-5.0,ISP,BWI,220,07:40,08:40,07:40,08:45,0.0,,
3990,2007,5,1,NW,13.0,DTW,TPA,983,15:46,18:16,15:29,18:03,0.0,,
3991,2007,9,5,F9,-13.0,DEN,IAH,861,15:12,18:22,15:15,18:35,0.0,,
3992,2007,7,7,MQ,-7.0,GRR,DFW,931,05:55,07:18,05:55,07:25,0.0,,
3993,2007,7,1,9E,0.0,MCI,IND,451,17:55,20:33,18:00,20:33,0.0,,
3994,2007,4,6,AA,10.0,MCO,MIA,193,15:27,16:45,15:30,16:35,0.0,,
3995,2007,10,2,MQ,-7.0,SAV,DFW,925,07:28,09:08,07:30,09:15,0.0,,
3996,2007,5,5,OO,37.0,ELP,DEN,563,12:34,14:34,12:14,13:57,37.0,late_aircraft_delay,37.0
3997,2007,12,2,WN,14.0,PHX,LAX,370,18:37,18:49,18:15,18:35,0.0,,
3998,2007,3,3,EV,4.0,ATL,BTR,449,11:12,11:51,11:05,11:47,0.0,,
3999,2007,8,5,B6,-20.0,SFO,JFK,2586,07:52,16:15,08:00,16:35,0.0,,
4000,2007,6,2,UA,23.0,SFO,LAX,337,11:15,12:32,10:40,12:09,23.0,late_aircraft_delay,23.0
4001,2007,3,3,US,-11.0,RDU,PHL,336,06:59,08:13,07:00,08:24,0.0,,
4002,2007,10,4,WN,-4.0,BNA,MDW,395,11:23,12:41,11:25,12:45,0.0,,
4003,2007,6,3,WN,8.0,SNA,OAK,371,13:08,14:23,13:00,14:15,0.0,,
4004,2007,8,5,MQ,-6.0,ORD,SHV,733,09:35,11:44,09:40,11:50,0.0,,
4005,2007,6,4,AA,141.0,LGA,ORD,733,18:52,22:46,18:55,20:25,141.0,nas_delay,141.0
4006,2007,12,2,US,-27.0,JAX,PHL,742,10:18,12:02,10:20,12:29,0.0,,
4007,2007,2,7,AA,54.0,ELP,DFW,551,14:57,17:49,14:15,16:55,54.0,nas_delay,12.0
4007,2007,2,7,AA,54.0,ELP,DFW,551,14:57,17:49,14:15,16:55,54.0,late_aircraft_delay,42.0
4008,2007,11,4,WN,-3.0,PHX,LAX,370,20:57,22:17,21:00,22:20,0.0,,
4009,2007,1,1,WN,-11.0,PDX,RNO,444,07:09,08:19,07:10,08:30,0.0,,
4010,2007,1,6,9E,62.0,TYS,MEM,342,09:34,09:52,08:30,08:50,62.0,carrier_delay,62.0
4011,2007,7,4,OO,-9.0,LAX,SNA,36,19:59,20:34,20:03,20:43,0.0,,
4012,2007,3,5,WN,84.0,RNO,OAK,180,19:47,20:34,18:15,19:10,84.0,carrier_delay,1.0
4012,2007,3,5,WN,84.0,RNO,OAK,180,19:47,20:34,18:15,19:10,84.0,late_aircraft_delay,83.0
4013,2007,5,1,AA,7.0,ORD,SNA,1726,16:21,18:47,16:20,18:40,0.0,,
4014,2007,6,5,WN,36.0,ONT,SJC,333,21:30,22:31,20:50,21:55,36.0,late_aircraft_delay,36.0
4015,2007,3,5,WN,-1.0,SJC,MDW,1838,13:27,19:24,13:25,19:25,0.0,,
4016,2007,12,7,NW,24.0,MSP,TPA,1307,13:07,17:37,13:10,17:13,24.0,nas_delay,24.0
4017,2007,6,5,US,-1.0,CLT,MCO,468,11:14,12:39,11:10,12:40,0.0,,
4018,2007,5,7,NW,6.0,MSP,BIS,386,22:26,23:50,22:29,23:44,0.0,,
4019,2007,12,3,MQ,-7.0,AMA,DFW,313,08:18,09:23,08:25,09:30,0.0,,
4020,2007,1,2,YV,2.0,HNL,KOA,163,07:30,08:12,07:30,08:10,0.0,,
4021,2007,2,4,FL,0.0,ATL,TPA,406,15:13,16:35,15:14,16:35,0.0,,
4022,2007,7,5,NW,-17.0,BUF,MSP,734,18:54,19:55,19:00,20:12,0.0,,
4023,2007,4,7,WN,-15.0,BWI,SLC,1864,08:21,10:55,08:20,11:10,0.0,,
4024,2007,12,5,US,20.0,BUR,PHX,369,06:55,09:38,06:45,09:18,20.0,carrier_delay,10.0
4024,2007,12,5,US,20.0,BUR,PHX,369,06:55,09:38,06:45,09:18,20.0,nas_delay,10.0
4025,2007,5,6,AA,-4.0,MCI,ORD,403,13:57,15:26,14:05,15:30,0.0,,
4026,2007,11,4,MQ,-9.0,ORD,DBQ,147,21:16,22:01,21:20,22:10,0.0,,
4027,2007,9,7,US,4.0,PHL,ORD,678,20:39,21:49,20:25,21:45,0.0,,
4028,2007,3,1,WN,0.0,CMH,MDW,284,07:25,07:30,07:25,07:30,0.0,,
4029,2007,2,2,DL,-12.0,ATL,SAV,215,18:28,19:27,18:30,19:39,0.0,,
4030,2007,11,3,UA,55.0,AUS,DEN,775,18:17,19:50,17:43,18:55,55.0,nas_delay,21.0
4030,2007,11,3,UA,55.0,AUS,DEN,775,18:17,19:50,17:43,18:55,55.0,late_aircraft_delay,34.0
4031,2007,7,1,DL,0.0,FLL,LAX,2342,07:53,09:50,07:40,09:50,0.0,,
4032,2007,5,1,AA,19.0,RDU,DFW,1062,09:22,11:04,08:50,10:45,19.0,carrier_delay,19.0
4033,2007,4,1,AA,1.0,DFW,MIA,1121,18:00,21:36,17:55,21:35,0.0,,
4034,2007,1,1,EV,7.0,BTR,ATL,449,11:05,13:23,10:46,13:16,0.0,,
4035,2007,11,6,OO,-11.0,SLC,SAN,626,08:28,09:16,08:30,09:27,0.0,,
4036,2007,8,5,WN,4.0,PHX,LAX,370,16:45,18:04,16:45,18:00,0.0,,
4037,2007,6,2,MQ,41.0,DFW,XNA,281,11:10,12:11,10:25,11:30,41.0,carrier_delay,41.0
4038,2007,8,4,WN,-6.0,MSY,FLL,673,11:25,14:14,11:25,14:20,0.0,,
4039,2007,1,2,OO,34.0,FAT,DEN,844,14:24,17:37,14:00,17:03,34.0,carrier_delay,34.0
4040,2007,9,6,AA,7.0,LAX,MIA,2342,23:21,07:27,23:20,07:20,0.0,,
4041,2007,12,4,UA,6.0,TPA,DEN,1506,07:53,10:04,08:00,09:58,0.0,,
4042,2007,3,2,UA,-8.0,ORD,LAX,1745,09:16,11:39,09:15,11:47,0.0,,
4043,2007,4,4,WN,54.0,SJC,PHX,621,21:05,22:59,20:20,22:05,54.0,carrier_delay,45.0
4043,2007,4,4,WN,54.0,SJC,PHX,621,21:05,22:59,20:20,22:05,54.0,nas_delay,9.0
4044,2007,10,5,WN,144.0,PHL,PVD,238,22:50,23:44,20:10,21:20,144.0,late_aircraft_delay,144.0
4045,2007,3,1,UA,-16.0,DEN,SFO,967,17:59,19:23,18:05,19:39,0.0,,
4046,2007,8,4,US,43.0,CLT,FLL,631,22:51,00:40,22:05,23:57,43.0,carrier_delay,32.0
4046,2007,8,4,US,43.0,CLT,FLL,631,22:51,00:40,22:05,23:57,43.0,late_aircraft_delay,11.0
4047,2007,4,4,WN,7.0,BWI,JAX,663,20:12,22:02,19:55,21:55,0.0,,
4048,2007,6,6,US,9.0,PHX,DEN,602,13:25,16:08,13:16,15:59,0.0,,
4049,2007,12,4,WN,2.0,OAK,BUR,325,17:05,18:12,17:05,18:10,0.0,,
4050,2007,10,5,NW,-13.0,MSP,DTW,528,10:05,12:40,10:05,12:53,0.0,,
4051,2007,10,5,WN,0.0,OAK,ONT,361,07:01,08:15,07:00,08:15,0.0,,
4052,2007,8,7,OO,51.0,SLC,PSC,521,15:49,16:31,15:06,15:40,51.0,carrier_delay,51.0
4053,2007,5,6,NW,11.0,DTW,MDT,370,17:31,18:41,17:13,18:30,0.0,,
4054,2007,9,3,OO,-11.0,ORD,BZN,1186,10:08,12:16,10:13,12:27,0.0,,
4055,2007,10,3,MQ,42.0,LAX,SJC,308,08:24,09:27,07:35,08:45,42.0,carrier_delay,42.0
4056,2007,7,1,9E,-2.0,DTW,BTV,536,21:11,22:51,21:11,22:53,0.0,,
4057,2007,8,1,WN,-6.0,PHX,ONT,325,14:34,15:34,14:35,15:40,0.0,,
4058,2007,7,2,OO,7.0,MRY,LAX,267,17:23,19:02,17:31,18:55,0.0,,
4059,2007,5,5,YV,-6.0,HNL,KOA,163,15:32,16:09,15:35,16:15,0.0,,
4060,2007,6,7,FL,20.0,ATL,IAD,533,21:35,23:18,21:15,22:58,20.0,carrier_delay,20.0
4061,2007,6,4,UA,29.0,MCO,IAD,758,18:29,21:16,18:35,20:47,29.0,nas_delay,29.0
4062,2007,3,4,XE,20.0,RIC,EWR,278,13:26,14:44,13:00,14:24,20.0,nas_delay,20.0
4063,2007,9,2,OH,5.0,BWI,BOS,370,08:45,10:25,08:55,10:20,0.0,,
4064,2007,8,1,NW,-7.0,TPA,IND,838,10:48,13:16,11:00,13:23,0.0,,
4065,2007,8,2,XE,-18.0,IAH,TLH,658,15:34,18:17,15:35,18:35,0.0,,
4066,2007,9,4,FL,7.0,ATL,BWI,576,21:17,23:05,21:10,22:58,0.0,,
4067,2007,7,2,MQ,58.0,ORD,CLT,599,17:25,20:23,16:30,19:25,58.0,carrier_delay,55.0
4067,2007,7,2,MQ,58.0,ORD,CLT,599,17:25,20:23,16:30,19:25,58.0,nas_delay,3.0
4068,2007,9,5,OO,-27.0,CVG,ORD,264,20:28,20:44,20:45,21:11,0.0,,
4069,2007,6,3,WN,53.0,FLL,BWI,925,14:16,16:53,13:20,16:00,53.0,late_aircraft_delay,53.0
4070,2007,10,5,YV,38.0,PSP,PHX,261,16:44,17:56,16:10,17:18,38.0,carrier_delay,38.0
4071,2007,10,3,MQ,22.0,ORD,BWI,622,16:27,19:32,16:10,19:10,22.0,carrier_delay,17.0
